entidad,descripcion,titulo,icono,filtro,version_exe,version_zoo,version_cli,formulario,tipo,version,herencia,kontroler,orden,ubicaciondb,usaguid,centraliza,comportamiento,identificador,modulos,formatodescripcion,versionminimaderecepcion,versionminimadeemision
"FACTURAAGRUPADA","Factura","Factura","","FactTipo = 54",7.00,0,0,T,"E",2,"Ent_ComprobanteAgrupado","ComprobanteAgrupado",1,"",T,T,"TXD","FAG","B","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURADECOMPRA","Factura de compra","Factura de compra","","FactTipo = 8",7.00,0,0,T,"E",2,"ENT_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",1,"",T,T,"BTXD","FDC","B","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVentaExtendido, "@LZ 99999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","",""
"FACTURADEEXPORTACION","Factura de exportación de venta","Factura de exportación","","FactTipo = 47",7.00,0,0,T,"E",2,"Ent_ComprobanteExportacion","ComprobanteDeVentasConValores",1,"",T,T,"BTXD","FMX","B","This.cComprobante +" "+This.Letra + " " + transform(This.PuntoDeVenta,"@LZ 9999") + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURAELECTRONICA","Factura electrónica de venta","Factura electrónica nacional","","FactTipo = 27",7.00,0,0,T,"E",2,"Ent_ComprobanteElectronicoNacional","ComprobanteElectronico",1,"",T,T,"BTXD","127","B","This.cComprobante +" "+This.Letra + " " + transform(This.PuntoDeVenta,"@LZ 9999") + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURAELECTRONICADECREDITO","Factura de crédito electrónica MiPyME de venta","Factura de crédito electrónica MiPyME de venta","","FactTipo = 54",7.00,0,0,T,"E",2,"Ent_ComprobanteElectronicoNacional","ComprobanteElectronico",1,"",T,T,"CTXD","FEM","B","This.cComprobante + " " + This.Letra + " " + transform( This.PuntoDeVenta, "@LZ 9999" ) + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FACTURAELECTRONICAEXPORTACION","Factura electrónica exportación de venta","Factura electrónica exportación","","FactTipo = 33",7.00,0,0,T,"E",2,"Ent_ComprobanteElectronicoExportacion","ComprobanteElectronicoExportacion",1,"",T,T,"BTXD","FEE","B","This.cComprobante +" "+This.Letra + " " + transform(This.PuntoDeVenta,"@LZ 9999") + "-" + transform( This.Numero, "@LZ 99999999" )","06.0004.11383",""
"FAVORITOLISTADOS","Listados favoritos","Listados favoritos","","",7.00,0,0,F,"E",2,"","",1,"",F,F,"","FVX","B","","",""
"FECHACANCELACION","Fecha de cancelación del artículo","Fecha de cancelación del artículo","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"D","FEC","B","","",""
"FERIADO","Feriados","Feriados","","",7.00,0,0,T,"E",2,"","",1,"",T,F,"BD","FER","B","","",""
"FILTRARCOMPROBANTESACONTROLAR","Comprobantes a controlar","Comprobantes a controlar","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","FCC","B","","",""
"FILTRARCOMPROBANTESAINSERTAR","Comprobantes a insertar","Comprobantes a insertar","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","FCI","B","","",""
"FORMULA","Fórmulas de modificación de precios","Fórmulas de modificación de precios","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BT","FOR","B","","",""
"FormatoExportacion","Formatos para exportación/importación","Formatos para exportación/importación","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"B","FOE","B","","",""
"GENERADORTOKEN","Generador token API Rest","Token API Rest","","",7.00,0,0,T,"E",2,"","",0,"ORGANIZACION",F,F,"","CPT","B","","",""
"GESTIONCHCUSTODIA","Depósito de cheques en custodia","Depósito de cheques en custodia","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","GCC","B","","",""
"GESTIONVENDEDOR","Asignación de vendedor a base de datos","Asignación de vendedor a base de datos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","GDV","B","","",""
"GRUPO","Grupo","Grupos de artículos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BCD","GRP","B","","",""
"GRUPOVALOR","Agrupamiento de valores","Grupo de valores","","",7.00,0,0,T,"E",2,"","",1,"",F,F,"BTD","039","B","","",""
"GTIN","Gtin","Códigos RG 2904/10","","",7.00,0,0,T,"E",0,"","",0,"",T,T,"D","GTI","B","","",""
"HERRAMIENTAAGRUPADORADEPACKS","Herramienta Agrupar/Desagrupar Pack","Herramienta Agrupar/Desagrupar Pack","","",0.00,0,0,T,"E",2,"","",0,"",F,F,"","PCK","B","","",""
"HERRAMIENTACONCILIACION","Conciliación bancaria","Conciliación bancaria","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","HCB","B","","",""
"IMPDIRART","Imputación de articulo a cuenta contable","Imputación de articulo a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDA","B","","",""
"IMPDIRCAJ","Imputación de concepto de caja chica a cuenta contable","Imputación de concepto de caja chica a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDJ","B","","",""
"IMPDIRCCA","Imputación de artículo a centro de costos en compras","Imputación de artículo a centro de costos en compras","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDX","B","","",""
"IMPDIRCCC","Imputación de concepto de otros pagos a centro de costos","Imputación de concepto de otros pagos a centro de costos","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDZ","B","","",""
"IMPDIRCLI","Imputación de cliente a cuenta contable","Imputación de cliente a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDC","B","","",""
"IMPDIRCON","Imputación de concepto de otros pagos a cuenta contable","Imputación de concepto de otros pagos a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDO","B","","",""
"IMPDIRDES","Imputación de destino de descarga de cheques de terceros","Imputación de destino de descarga de cheques de terceros","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDD","B","","",""
"IMPDIRIMP","Imputación de impuesto a cuenta contable","Imputación de impuesto a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDI","B","","",""
"IMPDIRLIQ","Imputación de concepto de liquidación de tarjetas","Imputación de concepto de liquidación de tarjetas","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDQ","B","","",""
"IMPDIROPE","Imputación de operadoras de tarjetas","Imputación de operadoras de tarjetas","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDT","B","","",""
"IMPDIRPRO","Imputación de proveedor a cuenta contable","Imputación de proveedor a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDP","B","","",""
"IMPDIRVAL","Imputación de valores a cuenta contable","Imputación de valores a cuenta contable","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IDV","B","","",""
"IMPRIMIRCOMPROBANTEPORLOTE","Imprimir comprobante por lote","Imprimir comprobante por lote","","",7.00,0,0,T,"E",2,"","",1,"",F,T,"T","ICL","B","","",""
"IMPUESTO","Impuestos","Impuestos","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","IMS","B","","",""
"IMPVERCC","Imputación vertical a centro de costos","Imputación vertical a centro de costos","","",7.00,0,0,T,"E",2,"ent_ImputacionDirectaBase","",1,"",F,F,"BT","IVC","B","","",""
"INCOTERMS","Incoterms","Incoterms","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","INT","B","","",""
"INFORMACIONLISTADOS","Informacion adicional de listados","Informacion adicional de listados","","",7.00,0,0,F,"E",2,"","",0,"PUESTO",F,F,"","IAL","B","","",""
"INFORMARCOMPROBANTESTCS","Informar comprobantes - Shopping Tres Cruces Uruguay","Informar comprobantes - Shopping Tres Cruces Uruguay","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"BT","TCS","B","","",""
"INFORMEVENTASLPS","Informe de ventas a Las Piedras Shopping","Informe de ventas a Las Piedras Shopping","","",7.00,0,0,F,"E",2,"","",1,"",F,T,"TC","IVS","JD","","",""
"INFORMEVENTASTCS","Informe de ventas a Tres Cruces Shopping","Informe de ventas a Tres Cruces Shopping","","",7.00,0,0,F,"E",2,"","",1,"",F,T,"TC","IVT","B","","",""
"INGRESOMASIVOGIFTCARD","Ingreso masivo de giftcard","Ingreso masivo de giftcard","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","IMG","B","","",""
"INSUMO","Insumos","Insumos","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","",0,"",F,F,"BTD","INP","B","this.ObtenerDescripcion() + " " + this.codigo","",""
"INTERACCIONDEORDEN","Interacción de orden","Interacción de orden","","",7.00,0,0,T,"E",2,"","",0,"",F,F,"","INO","B","","",""
"INVENTARIO","Inventario","Inventarios","","",7.00,0,0,T,"E",2,"EntidadDeProduccion","",0,"",F,F,"CTXD","INV","B","","",""
"ITEMACREDITACIONDEPLAN","Item acreditación de plan de cuotas","Item acreditación de plan de cuotas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"W","I3T","","","",""
"ITEMAGRUPADORDEPACK","Item Agrupar desagrupar pack","Item Agrupar desagrupar pack","","",0.00,0,0,F,"I",2,"AgrupadorDePack","",0,"",F,F,"","","","","",""
"ITEMAGRUPAMIENTO","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMAGRUPAMIENTOBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMAGRUPAPUBLIC","Items de agrupamientos centralizados","Items de agrupamientos centralizados","","",7.00,0,0,F,"I",2,"AgruPubliDetalle","",0,"",T,F,"","","B","","",""
"ITEMAJAUDIARTICULOS","Item ajuste de stock por auditoria de artículos","ajuste stock por auditoria stock artículos","","",7.00,0,0,F,"I",2,"AjusteArticulos","",0,"",F,F,"","","B","","",""
"ITEMAJAUDICOMBINACION","Item ajuste de stock por auditoria de combinaciones","ajuste stock por auditoria stock combinación","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","B","","",""
"ITEMAJAUDIENTRANSITO","Item ajuste de stock por auditoría en tránsito","Ajuste stock por auditoría en tránsito","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMAJESTADOSAUDCOMB","Item ajuste de estados por auditoria de combinaciones","Ajuste de estados por auditoria de combinaciones","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","B","","",""
"ITEMAJSTOCKART","Item ajuste de stock por articulos","ajuste stock por articulo","","",7.00,0,0,F,"I",2,"AjusteArticulos","",0,"",F,F,"","","B","","",""
"ITEMAJUSTECCCLIENTE","Item de ajuste de cuenta corriente de clientes","Item de ajuste de cuenta corriente de clientes","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMAJUSTECCPROVEEDOR","Item de ajuste de cuenta corriente de proveedores","Item de ajuste de cuenta corriente de proveedores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMAJUSTECOMPROBANTES","Item comprobantes a modificar","Item comprobantes a modificar","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","B","","",""
"ITEMAJUSTEDEESTADOS","Items de ajuste de estados","Items de ajuste de estados","","",7.00,0,0,F,"I",2,"AjusteCombinacionEstados","",0,"",F,F,"","","B","","",""
"ITEMAJUSTEDESTOCK","Items de ajuste de stock","Items de ajuste de stock","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","B","","",""
"ITEMAJUSTOCKENTRANSITO","Items de ajuste de stock en tránsito","Items de ajuste de stock en tránsito","","",7.00,0,0,F,"I",2,"AjusteCombinacion","",0,"",F,F,"","","","","",""
"ITEMALIVIO","Item Alivio de caja","Item alivio de caja","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMAPERAUTOMATICAS","-","-","","",0.00,0,0,T,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMARCHIVOSMAIL","Item archivos mail","Item archivos mail","","",0.00,0,0,T,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMARQUEOOTROS","Item arqueo de otros","Item arqueo de otros","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMARTICULOSCANCOMPRA","Items de cancelación de compra","Linea detalle cancelación de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSCOMPRA","Items de facturas de compra","Linea detalle factura de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSDESPACHO","Item de artículos del despacho","Artículos del despacho","","",7.00,0,0,F,"I",2,"ARTICULODESPACHO","",0,"",T,F,"","","","","",""
"ITEMARTICULOSNCCOMPRA","Items de nota de crédito de compra","Linea detalle nota de crédito de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSNDCOMPRA","Items de nota de débito de compra","Linea detalle nota de débito de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSPEDCOMPRA","Items de pedido de compra","Linea detalle pedido de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSPRECOMPRA","Items de presupuestos de compra","Linea detalle presupuesto de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSREMCOMPRA","Items de remito de compra","Linea detalle remito de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSREQCOMPRA","Items de requerimiento de compra","Linea detalle requerimiento de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSSENIADOS","Items de seńas","Detalle de seńas","","",7.00,0,0,F,"I",2,"ARTICULOSSENIADOS","",1,"",F,F,"B","DSE","B","","",""
"ITEMARTICULOSSOLCOMPRA","Items de pedido de compra","Linea detalle pedido de compra","","",7.00,0,0,F,"I",2,"ARTICULOSCOMPRA","",1,"",F,F,"B","","B","","",""
"ITEMARTICULOSVENTAS","Items de facturas","Linea detalle factura","","",7.00,0,0,F,"I",2,"ARTICULOSVENTA","",1,"",F,F,"B","","B","","",""
"ITEMASIENTO","Item de asientos contables","Item de asientos contables","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMASIENTOTIPO","Item de configuración de asientos tipo","Item de configuración de asientos tipo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMAUTORIZACIONDJCP","Valores de autorización de DJCP","Valores de códigos de autorización de DJCP","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMAUTORIZICARD","Items de autorizadores para dispositivo ICard","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IAI","","","",""
"ITEMBASEDEDATOS","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMBOLSASYCAJAS","Item bolsas y cajas","Item bolsas y cajas","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"B","","B","","",""
"ITEMBUZONES","Item de agrupamientos de bases de datos","Item agrupamientos","","",7.00,0,0,F,"I",2,"","",0,"PUESTO",F,F,"","","B","","",""
"ITEMCAEAINFORMA","items Informar Movimientos CAEA","","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCAJAAUDITORIA","Valores de la caja de auditoría","Valores de la caja de auditoría","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"B","","B","","",""
"ITEMCALCULODEPRECIOS","Item cálculo de precios","Item cálculo de precios","","",7.00,0,0,F,"I",2,"CALCULODEPRECIOS","",1,"",F,F,"B","042","B","","",""
"ITEMCAMPOORDENAMIENTO","Item para almacenar los campos de ordenamiento personales","Campos ordenamientos personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOPERSONALIZADO","Item para almacenar los campos perzonalizados personales","Campos perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCAMPOSUBTOTAL","Item para almacenar los campos subtotales personales","Campos subtotales personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMCANCELACIONDESENIAS","Item de cancelación de seńas","Item de cancelación de seńas","","",7.00,0,0,F,"I",2,"","",1,"",T,T,"","","B","","",""
"ITEMCANJECUPONES","Item canje de cupones","","","",7.00,0,0,T,"I",2,"ValoresFondos","",0,"",F,F,"","","B","","",""
"ITEMCATEGORIASECOM","Item de categorías ecommerce","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICE","B","","",""
"ITEMCCOSTO","Item de distribucion de centro de costo","Item de distribución de centro de costo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCDRCOMPROBANTES","Items comprombates del comprobante de recepciones","Items comprombates del comprobante de recepciones","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMCDRIMPUESTOS","Items impuestos de comprobante de retención","Items impuestos de comprobante de retención","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMCENTROSDISTRIBUCION","Item centros de distribución","Item centros de distribución","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCHCUSTODIA","Item de cheques en custodia","Item de cheques en custodia","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICC","B","","",""
"ITEMCHEQUEDISPONIBLE","Item cheque","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCHEQUEHISTORIAL","Item de historial de interacciones de cheques","Item de historial de interacciones de cheques","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCHEQUEPROPIOHIST","Item de historial de interacciones de cheques propios","Item de historial de interacciones de cheques propios","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCLASEDETARJETA","Items de operadora de tarjeta","Linea detalle clases de tarjeta","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"BT","","B","","",""
"ITEMCODBARRAALTER","Item código de barra alternativo","Item código de barra alternativo","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICA","","","",""
"ITEMCODSERV","Item de código de servicio","Item de código de servicio","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCOMISIONVENDEDOR","Items de comisión de vendedores","Items de comisión de vendedores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCOMPROBANTE","Detalle de comprobantes","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMCOMPROBANTEPAGO","Items de comprobantes de pago","Linea detalle comprobantes de pago","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"B","","B","","",""
"ITEMCOMPROBANTESENBASEA","Item comprobantes","Item comprobantes","","",7.00,0,0,T,"I",2,"ComprobantesEnBasea","",0,"",T,F,"","","B","","",""
"ITEMCONCEPTOLIQ","Item concepto de liquidación","Item concepto de liquidación","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONCEPTOS","Item de conceptos de liquidación de tarjeta","Item de conceptos de liquidación de tarjeta","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONCILIAMOVIMIENTO","Items de conciliacion de movimientos de caja","Items de conciliacion de movimientos","","",7.00,0,0,F,"I",2,"","",0,"",T,F,"","","","","",""
"ITEMCONCILIASALDO","Items de conciliacion de saldos de caja","Items de conciliacion de saldos","","",7.00,0,0,F,"I",2,"","",0,"",T,F,"","","","","",""
"ITEMCONDICIONDEPAGO","Item del detalle de la condición de pago","Linea detalle condición de pago","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"B","","B","","",""
"ITEMCONTACTO","Contactos del cliente","Contactos del cliente","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCONVENIO","Item convenio","Item convenio","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMCUPON","Item cupon","","","",7.00,0,0,F,"I",2,"Cupon","",0,"",F,F,"","","B","","",""
"ITEMCUPONHUERFANO","Item cupón huerfano","","","",7.00,0,0,F,"I",2,"Cupon","",0,"",F,F,"","","B","","",""
"ITEMDATOSPLANES","Items datos planes","","","",7.00,0,0,T,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMDATOSREGISTRO","Item de datos de cuenta bancaria","Item de datos de cuenta bancaria","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDB","B","","",""
"ITEMDENOMINACIONES","Item de denominaciones de monedas","Item de denominaciones de monedas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"W","","","","",""
"ITEMDESCUENTO","Item de descuento","Item de descuentos","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","III","E","","",""
"ITEMDIMENSIONESECOM","Item de dimensiones ecommerce","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDE","B","","",""
"ITEMDISPMOVILPOINT","Items de dispositivos móviles","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IDP","","","",""
"ITEMDISPOSITIVOSCLOVER","Items de dispositivos Clover","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","ICL","","","",""
"ITEMDOMINIOSCORS","Dominios a habilitar CORS en servicios","Dominios a habilitar CORS en servicios","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","ITL","","","",""
"ITEMENTIDADES","Item entidades","Item entidades","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","","","","",""
"ITEMENTIDADESEXPO","Item entidades exportación","Item entidades exportación","","",0.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESIMPO","Item entidades importación","Item entidades importación","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMENTIDADESMAIL","Item entidades mail","Item entidades mail","","",0.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMEQUIGTIN","Item de equivalencia GTIN","Item de equivalencia GTIN","","",7.00,0,0,F,"I",2,"","",0,"",T,T,"","","B","","",""
"ITEMEQUIVALORES","Item equivalencia de valores","Item equivalencia de valores","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMERRORESECOMMERCE","Items de operaciones con errores","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","EOE","E","","",""
"ITEMESCALA","Escalas para calculo en impuestos","Item para escalas de aplicación en impuestos","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMETIQUETASECOM","Item de etiquetas ecommerce","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","IEE","B","","",""
"ITEMEXCLUIDOOTRAPERCEP","Item percepciones excluidas","Percepciones excluidas","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMFAVORITOSLISTADOS","Detalle de listados favoritos","Detalle de listados favoritos","","",7.00,0,0,F,"I",2,"","",1,"",F,F,"","FLI","B","","",""
"ITEMFECHACANCELACION","Item fecha cancelación","","","",7.00,0,0,F,"I",2,"","",0,"",F,F,"","","","","",""
"ITEMFERIADO","Feriados","Feriados","","",0.00,0,0,T,"I",2,"","",0,"",F,F,"","","B","","",""
"ITEMFILTROPERSONALIZADO","Item para almacenar los filtros perzonalizados personales","Filtros perzonalizados personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMFORMATOSALIDA","Item para almacenar los formatos de salida personales","Formatos de salida personales","","",7.00,0,0,F,"I",2,"","",0,"ORGANIZACION",F,F,"","","","","",""
"ITEMIMPETIQUETA","Item impresión de etiquetas","Item impresión de etiquetas","","",7.00,0,0,F,"I",2,"ImpEtiqueta","",0,"",F,F,"","","B","","",""
"ITEMIMPUESTOCANCOMPRA","Item impuestos cancelación de compra","Item impuestos cancelación de compra","","",7.00,0,0,T,"I",2,"IMPUESTOSCOMPRAS","",0,"",F,F,"","","B","","",""
"ITEMIMPUESTONCCOMPRA","Item impuestos nota crédito de compra","Item impuestos nota crédito de compra","","",7.00,0,0,T,"I",2,"IMPUESTOSCOMPRAS","",0,"",F,F,"","","B","","",""
"ITEMIMPUESTONDCOMPRA","Item impuestos nota débito de compra","Item impuestos nota débito de compra","","",7.00,0,0,T,"I",2,"IMPUESTOSCOMPRAS","",0,"",F,F,"","","B","","",""
